path	sentence
common_voice_en_22018600	yes
common_voice_en_22018621	four
common_voice_en_22018624	no
common_voice_en_22018625	one
common_voice_en_22018649	three
common_voice_en_21907660	three
common_voice_en_21907662	no
common_voice_en_21907664	yes
common_voice_en_21907667	one
common_voice_en_21907668	two
common_voice_en_21907672	four
common_voice_en_22104520	three
common_voice_en_22104564	one
common_voice_en_22104565	yes
common_voice_en_22104566	two
common_voice_en_22104580	no
common_voice_en_22104581	four
common_voice_en_22070868	no
common_voice_en_22070870	four
common_voice_en_22070871	one
common_voice_en_22070883	three
common_voice_en_22070884	two
common_voice_en_22070905	yes
common_voice_en_22200988	no
common_voice_en_22201018	yes
common_voice_en_22201029	four
common_voice_en_22201030	one
common_voice_en_22201031	two
common_voice_en_22201032	three
common_voice_en_22114804	four
common_voice_en_22114805	yes
common_voice_en_22114807	no
common_voice_en_22114808	one
common_voice_en_22114888	three
common_voice_en_22114890	two
common_voice_en_21962675	yes
common_voice_en_21962677	two
common_voice_en_21962709	four
common_voice_en_21962710	three
common_voice_en_21962804	no
common_voice_en_21962805	one
common_voice_en_22176718	four
common_voice_en_22176720	two
common_voice_en_22176722	three
common_voice_en_22176763	one
common_voice_en_22176771	no
common_voice_en_22177074	yes
common_voice_en_22110145	no
common_voice_en_22110146	yes
common_voice_en_22110159	three
common_voice_en_22110167	four
common_voice_en_22110182	two
common_voice_en_22110185	one
common_voice_en_22092706	one
common_voice_en_22092709	yes
common_voice_en_22092860	no
common_voice_en_22092895	two
common_voice_en_22092900	three
common_voice_en_22092904	four
common_voice_en_22218332	no
common_voice_en_22218347	yes
common_voice_en_22218349	two
common_voice_en_22218366	four
common_voice_en_22218368	one
common_voice_en_22218369	three
common_voice_en_22006896	one
common_voice_en_22006898	two
common_voice_en_22006901	four
common_voice_en_22006922	three
common_voice_en_22006923	no
common_voice_en_22006958	yes
common_voice_en_22215871	no
common_voice_en_22215872	one
common_voice_en_22215893	four
common_voice_en_22215899	yes
common_voice_en_22215904	two
common_voice_en_22216008	three
common_voice_en_22226393	four
common_voice_en_22226409	one
common_voice_en_22226411	three
common_voice_en_22226430	two
common_voice_en_22226435	no
common_voice_en_22226437	yes
common_voice_en_22014513	no
common_voice_en_22014515	one
common_voice_en_22014516	two
common_voice_en_22014517	four
common_voice_en_22014536	three
common_voice_en_22014569	yes
common_voice_en_21917458	four
common_voice_en_21917459	two
common_voice_en_21917460	one
common_voice_en_21917461	no
common_voice_en_21917463	yes
common_voice_en_21917465	three
common_voice_en_22154173	two
common_voice_en_22154187	no
common_voice_en_22154203	yes
common_voice_en_22154208	one
common_voice_en_22154287	three
common_voice_en_22154325	four
common_voice_en_21928122	three
common_voice_en_21928148	four
common_voice_en_21928150	two
common_voice_en_21928162	one
common_voice_en_21928164	yes
common_voice_en_21928165	no
common_voice_en_22230365	no
common_voice_en_22230366	three
common_voice_en_22230368	two
common_voice_en_22230427	one
common_voice_en_22230437	yes
common_voice_en_22230439	four
common_voice_en_22253218	no
common_voice_en_22253221	yes
common_voice_en_22253222	four
common_voice_en_22253242	one
common_voice_en_22253246	two
common_voice_en_22253249	three
common_voice_en_22139721	two
common_voice_en_22139722	three
common_voice_en_22139836	no
common_voice_en_22139840	one
common_voice_en_22139856	four
common_voice_en_22139858	yes
common_voice_en_22204793	four
common_voice_en_22204804	two
common_voice_en_22204838	three
common_voice_en_22204849	one
common_voice_en_22204889	no
common_voice_en_22204891	yes
common_voice_en_22228404	no
common_voice_en_22228406	two
common_voice_en_22228436	four
common_voice_en_22228440	one
common_voice_en_22228459	yes
common_voice_en_22228461	three
common_voice_en_21915242	four
common_voice_en_21915243	one
common_voice_en_21915250	yes
common_voice_en_21915251	no
common_voice_en_21915265	three
common_voice_en_21915266	two
common_voice_en_22071247	yes
common_voice_en_22071253	one
common_voice_en_22071267	four
common_voice_en_22071277	two
common_voice_en_22071279	no
common_voice_en_22071281	three
common_voice_en_21924588	no
common_voice_en_21924601	one
common_voice_en_21924602	yes
common_voice_en_21924604	four
common_voice_en_21924605	three
common_voice_en_21924607	two
common_voice_en_22023824	two
common_voice_en_22023827	no
common_voice_en_22023924	yes
common_voice_en_22023925	three
common_voice_en_22023927	four
common_voice_en_22023928	one
common_voice_en_21894496	two
common_voice_en_21894514	four
common_voice_en_21894516	one
common_voice_en_21894517	no
common_voice_en_21894545	three
common_voice_en_21905737	yes
common_voice_en_22183202	four
common_voice_en_22183203	one
common_voice_en_22183205	no
common_voice_en_22183211	three
common_voice_en_22183212	two
common_voice_en_22183213	yes
common_voice_en_22062972	four
common_voice_en_22062976	yes
common_voice_en_22062978	three
common_voice_en_22063042	no
common_voice_en_22063067	one
common_voice_en_22063069	two
common_voice_en_22189945	yes
common_voice_en_22189948	no
common_voice_en_22190100	four
common_voice_en_22190177	three
common_voice_en_22190180	one
common_voice_en_22190188	two
common_voice_en_22257393	no
common_voice_en_22257394	one
common_voice_en_22257395	yes
common_voice_en_22257405	two
common_voice_en_22257410	three
common_voice_en_22257411	four
common_voice_en_22214238	no
common_voice_en_22214240	two
common_voice_en_22214241	yes
common_voice_en_22214244	one
common_voice_en_22214245	four
common_voice_en_22214246	three
common_voice_en_22226475	no
common_voice_en_22226496	yes
common_voice_en_22226499	three
common_voice_en_22226527	two
common_voice_en_22226529	four
common_voice_en_22226532	one
common_voice_en_22186417	one
common_voice_en_22186418	three
common_voice_en_22186419	no
common_voice_en_22186435	four
common_voice_en_22186436	two
common_voice_en_22186437	yes
common_voice_en_22095491	one
common_voice_en_22095493	two
common_voice_en_22095521	three
common_voice_en_22095522	four
common_voice_en_22095649	yes
common_voice_en_22095650	no
common_voice_en_22056582	three
common_voice_en_22056584	two
common_voice_en_22056623	no
common_voice_en_22056625	one
common_voice_en_22056678	four
common_voice_en_22056683	yes
common_voice_en_22028648	no
common_voice_en_22028655	one
common_voice_en_22028675	three
common_voice_en_22028681	yes
common_voice_en_22028725	two
common_voice_en_22028731	four
common_voice_en_22232892	no
common_voice_en_22232896	one
common_voice_en_22232897	three
common_voice_en_22232962	two
common_voice_en_22232963	four
common_voice_en_22232966	yes
common_voice_en_22204762	no
common_voice_en_22204766	three
common_voice_en_22204767	two
common_voice_en_22204771	four
common_voice_en_22204947	yes
common_voice_en_22204951	one
common_voice_en_21957417	two
common_voice_en_21957453	one
common_voice_en_21957456	yes
common_voice_en_21957459	three
common_voice_en_21957501	no
common_voice_en_21957505	four
common_voice_en_22242365	four
common_voice_en_22242366	three
common_voice_en_22242368	no
common_voice_en_22242374	one
common_voice_en_22242377	yes
common_voice_en_22242434	two
common_voice_en_22106212	three
common_voice_en_22106248	four
common_voice_en_22106249	one
common_voice_en_22106260	two
common_voice_en_22106262	no
common_voice_en_22106263	yes
common_voice_en_22138284	four
common_voice_en_22138354	no
common_voice_en_22138361	two
common_voice_en_22138394	three
common_voice_en_22138398	yes
common_voice_en_22138406	one
common_voice_en_22044385	four
common_voice_en_22044386	one
common_voice_en_22044388	three
common_voice_en_22044518	yes
common_voice_en_22044519	no
common_voice_en_22044529	two
common_voice_en_22031331	three
common_voice_en_22031345	no
common_voice_en_22031430	two
common_voice_en_22031439	yes
common_voice_en_22031504	four
common_voice_en_22031506	one
common_voice_en_22122500	no
common_voice_en_22122522	one
common_voice_en_22122523	three
common_voice_en_22122524	four
common_voice_en_22122577	two
common_voice_en_22122580	yes
common_voice_en_22143064	yes
common_voice_en_22143068	no
common_voice_en_22143125	one
common_voice_en_22143126	two
common_voice_en_22143127	three
common_voice_en_22143159	four
common_voice_en_22174946	no
common_voice_en_22174973	four
common_voice_en_22174976	three
common_voice_en_22174978	two
common_voice_en_22174992	yes
common_voice_en_22174993	one
common_voice_en_22047685	three
common_voice_en_22047686	four
common_voice_en_22047704	one
common_voice_en_22047706	yes
common_voice_en_22047709	two
common_voice_en_22047787	no
common_voice_en_22164624	two
common_voice_en_22164627	one
common_voice_en_22164653	yes
common_voice_en_22164655	four
common_voice_en_22164658	three
common_voice_en_22164660	no
common_voice_en_22146609	one
common_voice_en_22146612	three
common_voice_en_22146617	four
common_voice_en_22146683	no
common_voice_en_22146685	yes
common_voice_en_22146686	two
common_voice_en_22183563	yes
common_voice_en_22183566	two
common_voice_en_22183567	one
common_voice_en_22183578	four
common_voice_en_22183580	three
common_voice_en_22183595	no
common_voice_en_21915627	one
common_voice_en_21915628	two
common_voice_en_21915632	four
common_voice_en_21915633	three
common_voice_en_21915635	yes
common_voice_en_21915643	no
common_voice_en_22210109	no
common_voice_en_22210116	four
common_voice_en_22210461	three
common_voice_en_22210463	yes
common_voice_en_22210471	one
common_voice_en_22210573	two
common_voice_en_21921028	two
common_voice_en_21921029	yes
common_voice_en_21921030	one
common_voice_en_21921031	no
common_voice_en_21921032	three
common_voice_en_21921034	four
common_voice_en_22197445	three
common_voice_en_22197446	two
common_voice_en_22197460	no
common_voice_en_22197463	yes
common_voice_en_22197464	one
common_voice_en_22197473	four
common_voice_en_22068542	two
common_voice_en_22068572	no
common_voice_en_22068635	one
common_voice_en_22068752	yes
common_voice_en_22068821	four
common_voice_en_22068832	three
common_voice_en_21907074	one
common_voice_en_21907076	no
common_voice_en_21907079	four
common_voice_en_21907082	two
common_voice_en_21907085	yes
common_voice_en_21907087	three
common_voice_en_22212744	no
common_voice_en_22212765	two
common_voice_en_22212766	three
common_voice_en_22212769	four
common_voice_en_22212771	yes
common_voice_en_22212786	one
common_voice_en_21915275	three
common_voice_en_21915277	four
common_voice_en_21915282	yes
common_voice_en_21915288	two
common_voice_en_21915294	no
common_voice_en_21915296	one
common_voice_en_22213813	two
common_voice_en_22213816	three
common_voice_en_22213825	no
common_voice_en_22213827	one
common_voice_en_22213828	yes
common_voice_en_22213829	four
common_voice_en_22176918	three
common_voice_en_22176922	one
common_voice_en_22177030	four
common_voice_en_22177031	yes
common_voice_en_22177036	no
common_voice_en_22177042	two
common_voice_en_22096551	yes
common_voice_en_22096554	three
common_voice_en_22096565	one
common_voice_en_22096582	no
common_voice_en_22096583	two
common_voice_en_22096584	four
common_voice_en_22139493	one
common_voice_en_22139494	no
common_voice_en_22139495	yes
common_voice_en_22139581	four
common_voice_en_22139583	three
common_voice_en_22139586	two
common_voice_en_22214811	yes
common_voice_en_22214813	no
common_voice_en_22214823	one
common_voice_en_22214831	three
common_voice_en_22214832	two
common_voice_en_22214834	four
common_voice_en_22098698	three
common_voice_en_22098706	no
common_voice_en_22098709	yes
common_voice_en_22098752	two
common_voice_en_22098862	one
common_voice_en_22098864	four
common_voice_en_22012318	no
common_voice_en_22012324	one
common_voice_en_22012331	yes
common_voice_en_22012332	three
common_voice_en_22012333	four
common_voice_en_22012334	two
common_voice_en_21976911	four
common_voice_en_21976912	no
common_voice_en_21976915	one
common_voice_en_21976950	yes
common_voice_en_21976953	two
common_voice_en_21977013	three
common_voice_en_22020752	no
common_voice_en_22020796	four
common_voice_en_22020798	two
common_voice_en_22020799	one
common_voice_en_22020861	yes
common_voice_en_22020864	three
common_voice_en_21952395	three
common_voice_en_21952398	four
common_voice_en_21952460	no
common_voice_en_21952462	one
common_voice_en_21952598	yes
common_voice_en_21952600	two
common_voice_en_21928193	two
common_voice_en_21928195	one
common_voice_en_21928196	four
common_voice_en_21928197	yes
common_voice_en_21928201	three
common_voice_en_21928208	no
common_voice_en_21966492	no
common_voice_en_21966494	two
common_voice_en_21966497	four
common_voice_en_21966534	yes
common_voice_en_21966565	one
common_voice_en_21966567	three
common_voice_en_22035778	one
common_voice_en_22035780	two
common_voice_en_22035833	four
common_voice_en_22035872	three
common_voice_en_22035873	no
common_voice_en_22035874	yes
common_voice_en_22006502	two
common_voice_en_22006529	no
common_voice_en_22006531	three
common_voice_en_22006593	four
common_voice_en_22006595	yes
common_voice_en_22006596	one
common_voice_en_22211619	no
common_voice_en_22211622	two
common_voice_en_22211628	one
common_voice_en_22211631	four
common_voice_en_22211632	three
common_voice_en_22211645	yes
common_voice_en_22003851	three
common_voice_en_22003853	two
common_voice_en_22003870	no
common_voice_en_22003873	four
common_voice_en_22003874	one
common_voice_en_22003876	yes
common_voice_en_22183228	no
common_voice_en_22183266	two
common_voice_en_22183268	yes
common_voice_en_22183281	four
common_voice_en_22183282	one
common_voice_en_22183284	three
common_voice_en_22118141	two
common_voice_en_22118148	four
common_voice_en_22118163	three
common_voice_en_22118203	no
common_voice_en_22118213	yes
common_voice_en_22118221	one
common_voice_en_21916474	yes
common_voice_en_21916475	one
common_voice_en_21916482	no
common_voice_en_21916483	two
common_voice_en_21916487	three
common_voice_en_21916489	four
common_voice_en_22196851	two
common_voice_en_22196854	yes
common_voice_en_22196862	no
common_voice_en_22196865	one
common_voice_en_22196887	four
common_voice_en_22196889	three
common_voice_en_22126997	two
common_voice_en_22127000	no
common_voice_en_22127004	yes
common_voice_en_22127047	one
common_voice_en_22127048	three
common_voice_en_22127058	four
common_voice_en_22201986	no
common_voice_en_22202003	one
common_voice_en_22202005	four
common_voice_en_22202067	two
common_voice_en_22202068	yes
common_voice_en_22202070	three
common_voice_en_21920938	two
common_voice_en_21920946	no
common_voice_en_21920967	one
common_voice_en_21920968	yes
common_voice_en_21920969	four
common_voice_en_21920970	three
common_voice_en_21907819	two
common_voice_en_21907822	no
common_voice_en_21907823	three
common_voice_en_21907825	one
common_voice_en_21907827	yes
common_voice_en_21907828	four
common_voice_en_22102164	two
common_voice_en_22102173	one
common_voice_en_22102174	three
common_voice_en_22102177	no
common_voice_en_22102180	four
common_voice_en_22102195	yes
common_voice_en_22211003	yes
common_voice_en_22211006	no
common_voice_en_22211014	one
common_voice_en_22211016	three
common_voice_en_22211038	four
common_voice_en_22211039	two
common_voice_en_22029167	yes
common_voice_en_22029170	one
common_voice_en_22029175	no
common_voice_en_22029287	four
common_voice_en_22029298	two
common_voice_en_22029432	three
common_voice_en_21934373	three
common_voice_en_21934392	yes
common_voice_en_21934393	one
common_voice_en_21934405	no
common_voice_en_21934406	four
common_voice_en_21934408	two
common_voice_en_22166628	three
common_voice_en_22166634	yes
common_voice_en_22166722	no
common_voice_en_22166729	two
common_voice_en_22166738	one
common_voice_en_22166744	four
common_voice_en_21981987	two
common_voice_en_21981992	four
common_voice_en_21981994	yes
common_voice_en_21982009	one
common_voice_en_21982013	no
common_voice_en_21982161	three
common_voice_en_21965811	yes
common_voice_en_21965838	two
common_voice_en_21965839	four
common_voice_en_21965959	three
common_voice_en_21965960	one
common_voice_en_21965961	no
common_voice_en_22119975	two
common_voice_en_22119976	one
common_voice_en_22120001	four
common_voice_en_22120007	yes
common_voice_en_22120124	no
common_voice_en_22120127	three
common_voice_en_22123557	four
common_voice_en_22123559	two
common_voice_en_22123601	three
common_voice_en_22123604	no
common_voice_en_22123607	one
common_voice_en_22123608	yes
common_voice_en_21920923	two
common_voice_en_21920925	no
common_voice_en_21920953	one
common_voice_en_21920956	yes
common_voice_en_21920957	four
common_voice_en_21920960	three
common_voice_en_22126774	four
common_voice_en_22126776	yes
common_voice_en_22126777	three
common_voice_en_22126812	no
common_voice_en_22126814	one
common_voice_en_22126974	two
common_voice_en_22229116	two
common_voice_en_22229129	yes
common_voice_en_22229154	no
common_voice_en_22229161	four
common_voice_en_22229195	one
common_voice_en_22229198	three
common_voice_en_22159150	no
common_voice_en_22159155	yes
common_voice_en_22159187	one
common_voice_en_22159193	two
common_voice_en_22159229	three
common_voice_en_22159234	four
common_voice_en_22045141	two
common_voice_en_22045148	one
common_voice_en_22045154	four
common_voice_en_22045156	yes
common_voice_en_22045795	no
common_voice_en_22045797	three
common_voice_en_22081448	three
common_voice_en_22081480	yes
common_voice_en_22081492	no
common_voice_en_22081500	four
common_voice_en_22081553	two
common_voice_en_22081556	one
common_voice_en_22155797	four
common_voice_en_22155802	two
common_voice_en_22155827	three
common_voice_en_22155839	yes
common_voice_en_22155843	one
common_voice_en_22155848	no
common_voice_en_22049264	one
common_voice_en_22049266	two
common_voice_en_22049283	four
common_voice_en_22049290	no
common_voice_en_22049338	yes
common_voice_en_22049340	three
common_voice_en_22046423	yes
common_voice_en_22046440	three
common_voice_en_22046441	two
common_voice_en_22046444	one
common_voice_en_22046507	no
common_voice_en_22046508	four
common_voice_en_22133128	three
common_voice_en_22133130	one
common_voice_en_22133172	two
common_voice_en_22133176	yes
common_voice_en_22133223	no
common_voice_en_22133225	four
common_voice_en_22260478	three
common_voice_en_22260557	yes
common_voice_en_22260558	two
common_voice_en_22261713	no
common_voice_en_22261714	one
common_voice_en_22261722	four
common_voice_en_22103116	two
common_voice_en_22103118	one
common_voice_en_22103133	yes
common_voice_en_22103135	three
common_voice_en_22103138	four
common_voice_en_22103147	no
common_voice_en_22220101	two
common_voice_en_22220105	four
common_voice_en_22220134	no
common_voice_en_22220138	three
common_voice_en_22220197	yes
common_voice_en_22220200	one
common_voice_en_21897888	three
common_voice_en_21897889	yes
common_voice_en_21897897	two
common_voice_en_21897899	no
common_voice_en_21897901	one
common_voice_en_21897907	four
common_voice_en_22062693	four
common_voice_en_22062695	two
common_voice_en_22062701	yes
common_voice_en_22062727	three
common_voice_en_22062728	one
common_voice_en_22062748	no
common_voice_en_22200728	two
common_voice_en_22200752	three
common_voice_en_22200755	four
common_voice_en_22200765	no
common_voice_en_22200813	one
common_voice_en_22200816	yes
common_voice_en_21958973	three
common_voice_en_21958974	one
common_voice_en_21958975	four
common_voice_en_21959007	yes
common_voice_en_21959036	no
common_voice_en_21959039	two
common_voice_en_21925150	one
common_voice_en_21925151	four
common_voice_en_21925152	three
common_voice_en_21925155	yes
common_voice_en_21925157	no
common_voice_en_21925174	two
common_voice_en_21996791	three
common_voice_en_21996798	yes
common_voice_en_21996799	one
common_voice_en_21996821	no
common_voice_en_21996837	two
common_voice_en_21997005	four
common_voice_en_22094094	four
common_voice_en_22094097	two
common_voice_en_22094112	one
common_voice_en_22094144	no
common_voice_en_22094146	yes
common_voice_en_22094147	three
common_voice_en_22138562	three
common_voice_en_22138566	no
common_voice_en_22138806	four
common_voice_en_22138811	yes
common_voice_en_22138846	two
common_voice_en_22138848	one
common_voice_en_22177394	one
common_voice_en_22177402	two
common_voice_en_22177436	four
common_voice_en_22177446	yes
common_voice_en_22177466	no
common_voice_en_22177471	three
common_voice_en_22018285	one
common_voice_en_22018286	four
common_voice_en_22018300	yes
common_voice_en_22018301	no
common_voice_en_22018302	two
common_voice_en_22018303	three
common_voice_en_22084153	three
common_voice_en_22084154	one
common_voice_en_22084156	yes
common_voice_en_22084158	four
common_voice_en_22084616	no
common_voice_en_22084657	two
common_voice_en_22103284	two
common_voice_en_22103286	no
common_voice_en_22103287	yes
common_voice_en_22103329	three
common_voice_en_22103330	one
common_voice_en_22103345	four
common_voice_en_22033797	one
common_voice_en_22033826	no
common_voice_en_22033828	three
common_voice_en_22033831	four
common_voice_en_22033833	two
common_voice_en_22033882	yes
common_voice_en_22223610	four
common_voice_en_22223612	three
common_voice_en_22223615	one
common_voice_en_22223732	no
common_voice_en_22223735	yes
common_voice_en_22223764	two
common_voice_en_22235726	no
common_voice_en_22235729	yes
common_voice_en_22235730	four
common_voice_en_22235764	one
common_voice_en_22235786	three
common_voice_en_22235787	two
common_voice_en_22042115	yes
common_voice_en_22042116	three
common_voice_en_22042117	two
common_voice_en_22042315	one
common_voice_en_22042321	four
common_voice_en_22042340	no
common_voice_en_21936297	four
common_voice_en_21936298	yes
common_voice_en_21936316	two
common_voice_en_21936317	one
common_voice_en_21936331	three
common_voice_en_21936333	no
common_voice_en_22110822	yes
common_voice_en_22110823	one
common_voice_en_22110903	two
common_voice_en_22110923	no
common_voice_en_22110925	three
common_voice_en_22110926	four
common_voice_en_22103300	one
common_voice_en_22103303	yes
common_voice_en_22103441	no
common_voice_en_22103442	two
common_voice_en_22103445	four
common_voice_en_22103536	three
common_voice_en_22213199	three
common_voice_en_22213200	one
common_voice_en_22213206	no
common_voice_en_22213207	yes
common_voice_en_22213216	two
common_voice_en_22213217	four
common_voice_en_22045954	one
common_voice_en_22045958	no
common_voice_en_22046042	two
common_voice_en_22046047	three
common_voice_en_22046113	four
common_voice_en_22046114	yes
common_voice_en_22172547	three
common_voice_en_22172548	two
common_voice_en_22172577	one
common_voice_en_22172580	four
common_voice_en_22172584	yes
common_voice_en_22172620	no
common_voice_en_22012276	four
common_voice_en_22012278	three
common_voice_en_22012279	yes
common_voice_en_22012558	one
common_voice_en_22016452	no
common_voice_en_22016454	two
common_voice_en_21916863	one
common_voice_en_21916864	three
common_voice_en_21916866	four
common_voice_en_21916880	no
common_voice_en_21916882	two
common_voice_en_21916893	yes
common_voice_en_22178666	four
common_voice_en_22178669	one
common_voice_en_22178675	two
common_voice_en_22178697	no
common_voice_en_22178733	yes
common_voice_en_22178737	three
common_voice_en_22043881	two
common_voice_en_22043882	one
common_voice_en_22043893	no
common_voice_en_22043898	yes
common_voice_en_22043900	four
common_voice_en_22043901	three
common_voice_en_22088606	no
common_voice_en_22088608	one
common_voice_en_22088612	yes
common_voice_en_22088659	two
common_voice_en_22088679	four
common_voice_en_22088694	three
common_voice_en_22259456	three
common_voice_en_22259470	yes
common_voice_en_22259471	no
common_voice_en_22259476	one
common_voice_en_22259477	two
common_voice_en_22259478	four
common_voice_en_22076285	no
common_voice_en_22076288	yes
common_voice_en_22076317	one
common_voice_en_22076328	two
common_voice_en_22076332	three
common_voice_en_22076364	four
common_voice_en_22212105	no
common_voice_en_22212106	one
common_voice_en_22212107	four
common_voice_en_22212108	three
common_voice_en_22212125	two
common_voice_en_22212126	yes
common_voice_en_22085358	no
common_voice_en_22085360	three
common_voice_en_22085364	yes
common_voice_en_22085389	two
common_voice_en_22085393	four
common_voice_en_22085395	one
common_voice_en_22145317	two
common_voice_en_22145321	one
common_voice_en_22145348	no
common_voice_en_22145349	four
common_voice_en_22145350	yes
common_voice_en_22145351	three
common_voice_en_22033613	two
common_voice_en_22033615	one
common_voice_en_22033645	no
common_voice_en_22033653	three
common_voice_en_22033667	four
common_voice_en_22033669	yes
common_voice_en_22159452	four
common_voice_en_22159455	no
common_voice_en_22159467	two
common_voice_en_22159469	yes
common_voice_en_22159479	three
common_voice_en_22159541	one
common_voice_en_22016693	one
common_voice_en_22016694	no
common_voice_en_22016695	three
common_voice_en_22016712	four
common_voice_en_22016715	yes
common_voice_en_22016832	two
common_voice_en_22219628	no
common_voice_en_22219631	two
common_voice_en_22219772	one
common_voice_en_22219773	four
common_voice_en_22219775	yes
common_voice_en_22219776	three
common_voice_en_21955485	yes
common_voice_en_21955486	three
common_voice_en_21955487	two
common_voice_en_22078502	one
common_voice_en_22078505	no
common_voice_en_22078734	four
common_voice_en_22240456	no
common_voice_en_22240457	one
common_voice_en_22240458	four
common_voice_en_22240466	two
common_voice_en_22240467	yes
common_voice_en_22240469	three
common_voice_en_22198515	two
common_voice_en_22198523	yes
common_voice_en_22198524	one
common_voice_en_22198525	four
common_voice_en_22198541	three
common_voice_en_22198542	no
common_voice_en_21933630	four
common_voice_en_21933631	three
common_voice_en_21933632	two
common_voice_en_21933633	no
common_voice_en_21933634	one
common_voice_en_21933641	yes
common_voice_en_22167061	two
common_voice_en_22167068	no
common_voice_en_22167075	one
common_voice_en_22167077	three
common_voice_en_22167079	yes
common_voice_en_22167100	four
common_voice_en_22007736	three
common_voice_en_22007744	one
common_voice_en_22007746	four
common_voice_en_22007759	yes
common_voice_en_22007762	two
common_voice_en_22007775	no
common_voice_en_22176610	one
common_voice_en_22176611	three
common_voice_en_22176622	two
common_voice_en_22176624	yes
common_voice_en_22176626	four
common_voice_en_22176630	no
common_voice_en_22237268	three
common_voice_en_22237271	two
common_voice_en_22237459	yes
common_voice_en_22237460	four
common_voice_en_22237461	no
common_voice_en_22237519	one
common_voice_en_22105106	four
common_voice_en_22105107	three
common_voice_en_22105110	yes
common_voice_en_22105117	one
common_voice_en_22105149	two
common_voice_en_22105151	no
common_voice_en_21927032	four
common_voice_en_21927037	yes
common_voice_en_21927058	three
common_voice_en_21927060	no
common_voice_en_21927079	one
common_voice_en_21927080	two
common_voice_en_22154941	no
common_voice_en_22154943	four
common_voice_en_22154962	two
common_voice_en_22154971	yes
common_voice_en_22155069	one
common_voice_en_22155075	three
common_voice_en_22135647	yes
common_voice_en_22135659	four
common_voice_en_22135663	two
common_voice_en_22135669	three
common_voice_en_22135672	one
common_voice_en_22135674	no
common_voice_en_21901121	four
common_voice_en_21901122	no
common_voice_en_21913637	two
common_voice_en_21913640	one
common_voice_en_21923613	three
common_voice_en_21923614	yes
common_voice_en_22252094	yes
common_voice_en_22252098	four
common_voice_en_22252099	one
common_voice_en_22252100	two
common_voice_en_22252101	three
common_voice_en_22252110	no
common_voice_en_22049571	three
common_voice_en_22049573	four
common_voice_en_22049574	no
common_voice_en_22049626	two
common_voice_en_22049722	one
common_voice_en_22049723	yes
common_voice_en_22025793	no
common_voice_en_22025795	one
common_voice_en_22025796	three
common_voice_en_22025811	four
common_voice_en_22025814	yes
common_voice_en_22025816	two
common_voice_en_22090529	one
common_voice_en_22090531	no
common_voice_en_22090536	yes
common_voice_en_22090557	three
common_voice_en_22090558	two
common_voice_en_22090633	four
common_voice_en_22013117	two
common_voice_en_22013119	yes
common_voice_en_22013160	four
common_voice_en_22013295	one
common_voice_en_22013297	three
common_voice_en_22013298	no
common_voice_en_22068374	no
common_voice_en_22068376	yes
common_voice_en_22068377	three
common_voice_en_22068402	four
common_voice_en_22068403	two
common_voice_en_22068441	one
common_voice_en_22189100	no
common_voice_en_22189134	one
common_voice_en_22189136	yes
common_voice_en_22189137	two
common_voice_en_22189163	three
common_voice_en_22189166	four
common_voice_en_21920788	one
common_voice_en_21920789	no
common_voice_en_21920791	four
common_voice_en_21920792	three
common_voice_en_21920795	two
common_voice_en_21920801	yes
common_voice_en_21999995	three
common_voice_en_22000000	one
common_voice_en_22000030	yes
common_voice_en_22000037	four
common_voice_en_22000104	no
common_voice_en_22000105	two
common_voice_en_21940372	one
common_voice_en_21940373	no
common_voice_en_21940374	three
common_voice_en_21940376	four
common_voice_en_21940390	two
common_voice_en_21940391	yes
common_voice_en_22233637	no
common_voice_en_22233704	three
common_voice_en_22233707	two
common_voice_en_22233712	four
common_voice_en_22233715	yes
common_voice_en_22233756	one
common_voice_en_22178589	yes
common_voice_en_22178592	no
common_voice_en_22178595	two
common_voice_en_22178622	one
common_voice_en_22178730	three
common_voice_en_22178732	four
common_voice_en_22183871	two
common_voice_en_22183872	yes
common_voice_en_22183873	no
common_voice_en_22183887	one
common_voice_en_22183890	four
common_voice_en_22183933	three
common_voice_en_21957428	yes
common_voice_en_21957434	three
common_voice_en_21957458	no
common_voice_en_21957461	four
common_voice_en_21957462	one
common_voice_en_21957507	two
common_voice_en_21999168	two
common_voice_en_21999169	four
common_voice_en_21999197	no
common_voice_en_21999199	one
common_voice_en_21999201	yes
common_voice_en_21999228	three
common_voice_en_21902065	four
common_voice_en_21902066	one
common_voice_en_21902068	no
common_voice_en_21902069	two
common_voice_en_21913481	three
common_voice_en_21913482	yes
common_voice_en_22253808	no
common_voice_en_22253809	two
common_voice_en_22253823	four
common_voice_en_22253825	one
common_voice_en_22253830	yes
common_voice_en_22253831	three
common_voice_en_22137147	three
common_voice_en_22137150	one
common_voice_en_22137151	four
common_voice_en_22137153	no
common_voice_en_22137164	two
common_voice_en_22137194	yes
common_voice_en_21906125	yes
common_voice_en_21906137	one
common_voice_en_21906140	no
common_voice_en_21906148	three
common_voice_en_21906149	two
common_voice_en_21906150	four
common_voice_en_22033216	one
common_voice_en_22033220	three
common_voice_en_22033227	two
common_voice_en_22033232	four
common_voice_en_22033315	yes
common_voice_en_22033322	no
common_voice_en_21923558	no
common_voice_en_21923559	three
common_voice_en_21923562	yes
common_voice_en_21923563	one
common_voice_en_21923567	two
common_voice_en_21923568	four
common_voice_en_22234388	three
