	path	sentence
16248	common_voice_en_22197460	no
16249	common_voice_en_22197463	yes
16250	common_voice_en_22197464	one
16251	common_voice_en_22197473	four
16252	common_voice_en_22068542	two
16253	common_voice_en_22068572	no
16254	common_voice_en_22068635	one
16255	common_voice_en_22068752	yes
16256	common_voice_en_22068821	four
16257	common_voice_en_22068832	three
16258	common_voice_en_21907074	one
16259	common_voice_en_21907076	no
16260	common_voice_en_21907079	four
16261	common_voice_en_21907082	two
16262	common_voice_en_21907085	yes
16263	common_voice_en_21907087	three
16264	common_voice_en_22212744	no
16265	common_voice_en_22212765	two
16266	common_voice_en_22212766	three
16267	common_voice_en_22212769	four
16268	common_voice_en_22212771	yes
16269	common_voice_en_22212786	one
16270	common_voice_en_21915275	three
16271	common_voice_en_21915277	four
16272	common_voice_en_21915282	yes
16273	common_voice_en_21915288	two
16274	common_voice_en_21915294	no
16275	common_voice_en_21915296	one
16276	common_voice_en_22213813	two
16277	common_voice_en_22213816	three
16278	common_voice_en_22213825	no
16279	common_voice_en_22213827	one
16280	common_voice_en_22213828	yes
16281	common_voice_en_22213829	four
16282	common_voice_en_22176918	three
16283	common_voice_en_22176922	one
16284	common_voice_en_22177030	four
16285	common_voice_en_22177031	yes
16286	common_voice_en_22177036	no
16287	common_voice_en_22177042	two
16288	common_voice_en_22096551	yes
16289	common_voice_en_22096554	three
16290	common_voice_en_22096565	one
16291	common_voice_en_22096582	no
16292	common_voice_en_22096583	two
16293	common_voice_en_22096584	four
16294	common_voice_en_22139493	one
16295	common_voice_en_22139494	no
16296	common_voice_en_22139495	yes
16297	common_voice_en_22139581	four
16298	common_voice_en_22139583	three
16299	common_voice_en_22139586	two
16300	common_voice_en_22214811	yes
16301	common_voice_en_22214813	no
16302	common_voice_en_22214823	one
16303	common_voice_en_22214831	three
16304	common_voice_en_22214832	two
16305	common_voice_en_22214834	four
16306	common_voice_en_22098698	three
16307	common_voice_en_22098706	no
16308	common_voice_en_22098709	yes
16309	common_voice_en_22098752	two
16310	common_voice_en_22098862	one
16311	common_voice_en_22098864	four
16312	common_voice_en_22012318	no
16313	common_voice_en_22012324	one
16314	common_voice_en_22012331	yes
16315	common_voice_en_22012332	three
16316	common_voice_en_22012333	four
16317	common_voice_en_22012334	two
16318	common_voice_en_21976911	four
16319	common_voice_en_21976912	no
16320	common_voice_en_21976915	one
16321	common_voice_en_21976950	yes
16322	common_voice_en_21976953	two
16323	common_voice_en_21977013	three
16324	common_voice_en_22020752	no
16325	common_voice_en_22020796	four
16326	common_voice_en_22020798	two
16327	common_voice_en_22020799	one
16328	common_voice_en_22020861	yes
16329	common_voice_en_22020864	three
16330	common_voice_en_21952395	three
16331	common_voice_en_21952398	four
16332	common_voice_en_21952460	no
16333	common_voice_en_21952462	one
16334	common_voice_en_21952598	yes
16335	common_voice_en_21952600	two
16336	common_voice_en_21928193	two
16337	common_voice_en_21928195	one
16338	common_voice_en_21928196	four
16339	common_voice_en_21928197	yes
16340	common_voice_en_21928201	three
16341	common_voice_en_21928208	no
16342	common_voice_en_21966492	no
16343	common_voice_en_21966494	two
16344	common_voice_en_21966497	four
16345	common_voice_en_21966534	yes
16346	common_voice_en_21966565	one
16347	common_voice_en_21966567	three
16348	common_voice_en_22035778	one
16349	common_voice_en_22035780	two
16350	common_voice_en_22035833	four
16351	common_voice_en_22035872	three
16352	common_voice_en_22035873	no
16353	common_voice_en_22035874	yes
16354	common_voice_en_22006502	two
16355	common_voice_en_22006529	no
16356	common_voice_en_22006531	three
16357	common_voice_en_22006593	four
16358	common_voice_en_22006595	yes
16359	common_voice_en_22006596	one
16360	common_voice_en_22211619	no
16361	common_voice_en_22211622	two
16362	common_voice_en_22211628	one
16363	common_voice_en_22211631	four
16364	common_voice_en_22211632	three
16365	common_voice_en_22211645	yes
16366	common_voice_en_22003851	three
16367	common_voice_en_22003853	two
16368	common_voice_en_22003870	no
16369	common_voice_en_22003873	four
16370	common_voice_en_22003874	one
16371	common_voice_en_22003876	yes
16372	common_voice_en_22183228	no
16373	common_voice_en_22183266	two
16374	common_voice_en_22183268	yes
16375	common_voice_en_22183281	four
16376	common_voice_en_22183282	one
16377	common_voice_en_22183284	three
16378	common_voice_en_22118141	two
16379	common_voice_en_22118148	four
16380	common_voice_en_22118163	three
16381	common_voice_en_22118203	no
16382	common_voice_en_22118213	yes
16383	common_voice_en_22118221	one
16384	common_voice_en_21916474	yes
16385	common_voice_en_21916475	one
16386	common_voice_en_21916482	no
16387	common_voice_en_21916483	two
16388	common_voice_en_21916487	three
16389	common_voice_en_21916489	four
16390	common_voice_en_22196851	two
16391	common_voice_en_22196854	yes
16392	common_voice_en_22196862	no
16393	common_voice_en_22196865	one
16394	common_voice_en_22196887	four
16395	common_voice_en_22196889	three
16396	common_voice_en_22126997	two
16397	common_voice_en_22127000	no
16398	common_voice_en_22127004	yes
16399	common_voice_en_22127047	one
16400	common_voice_en_22127048	three
16401	common_voice_en_22127058	four
16402	common_voice_en_22201986	no
16403	common_voice_en_22202003	one
16404	common_voice_en_22202005	four
16405	common_voice_en_22202067	two
16406	common_voice_en_22202068	yes
16407	common_voice_en_22202070	three
16408	common_voice_en_21920938	two
16409	common_voice_en_21920946	no
16410	common_voice_en_21920967	one
16411	common_voice_en_21920968	yes
16412	common_voice_en_21920969	four
16413	common_voice_en_21920970	three
16414	common_voice_en_21907819	two
16415	common_voice_en_21907822	no
16416	common_voice_en_21907823	three
16417	common_voice_en_21907825	one
16418	common_voice_en_21907827	yes
16419	common_voice_en_21907828	four
16420	common_voice_en_22102164	two
16421	common_voice_en_22102173	one
16422	common_voice_en_22102174	three
16423	common_voice_en_22102177	no
16424	common_voice_en_22102180	four
16425	common_voice_en_22102195	yes
16426	common_voice_en_22211003	yes
16427	common_voice_en_22211006	no
16428	common_voice_en_22211014	one
16429	common_voice_en_22211016	three
16430	common_voice_en_22211038	four
16431	common_voice_en_22211039	two
16432	common_voice_en_22029167	yes
16433	common_voice_en_22029170	one
16434	common_voice_en_22029175	no
16435	common_voice_en_22029287	four
16436	common_voice_en_22029298	two
16437	common_voice_en_22029432	three
16438	common_voice_en_21934373	three
16439	common_voice_en_21934392	yes
16440	common_voice_en_21934393	one
16441	common_voice_en_21934405	no
16442	common_voice_en_21934406	four
16443	common_voice_en_21934408	two
16444	common_voice_en_22166628	three
16445	common_voice_en_22166634	yes
16446	common_voice_en_22166722	no
16447	common_voice_en_22166729	two
16448	common_voice_en_22166738	one
16449	common_voice_en_22166744	four
16450	common_voice_en_21981987	two
16451	common_voice_en_21981992	four
16452	common_voice_en_21981994	yes
16453	common_voice_en_21982009	one
16454	common_voice_en_21982013	no
16455	common_voice_en_21982161	three
16456	common_voice_en_21965811	yes
16457	common_voice_en_21965838	two
16458	common_voice_en_21965839	four
16459	common_voice_en_21965959	three
16460	common_voice_en_21965960	one
16461	common_voice_en_21965961	no
16462	common_voice_en_22119975	two
16463	common_voice_en_22119976	one
16464	common_voice_en_22120001	four
16465	common_voice_en_22120007	yes
16466	common_voice_en_22120124	no
16467	common_voice_en_22120127	three
16468	common_voice_en_22123557	four
16469	common_voice_en_22123559	two
16470	common_voice_en_22123601	three
16471	common_voice_en_22123604	no
16472	common_voice_en_22123607	one
16473	common_voice_en_22123608	yes
16474	common_voice_en_21920923	two
16475	common_voice_en_21920925	no
16476	common_voice_en_21920953	one
16477	common_voice_en_21920956	yes
16478	common_voice_en_21920957	four
16479	common_voice_en_21920960	three
16480	common_voice_en_22126774	four
16481	common_voice_en_22126776	yes
16482	common_voice_en_22126777	three
16483	common_voice_en_22126812	no
16484	common_voice_en_22126814	one
16485	common_voice_en_22126974	two
16486	common_voice_en_22229116	two
16487	common_voice_en_22229129	yes
16488	common_voice_en_22229154	no
16489	common_voice_en_22229161	four
16490	common_voice_en_22229195	one
16491	common_voice_en_22229198	three
16492	common_voice_en_22159150	no
16493	common_voice_en_22159155	yes
16494	common_voice_en_22159187	one
16495	common_voice_en_22159193	two
16496	common_voice_en_22159229	three
16497	common_voice_en_22159234	four
16498	common_voice_en_22045141	two
16499	common_voice_en_22045148	one
16500	common_voice_en_22045154	four
16501	common_voice_en_22045156	yes
16502	common_voice_en_22045795	no
16503	common_voice_en_22045797	three
16504	common_voice_en_22081448	three
16505	common_voice_en_22081480	yes
16506	common_voice_en_22081492	no
16507	common_voice_en_22081500	four
16508	common_voice_en_22081553	two
16509	common_voice_en_22081556	one
16510	common_voice_en_22155797	four
16511	common_voice_en_22155802	two
16512	common_voice_en_22155827	three
16513	common_voice_en_22155839	yes
16514	common_voice_en_22155843	one
16515	common_voice_en_22155848	no
16516	common_voice_en_22049264	one
16517	common_voice_en_22049266	two
16518	common_voice_en_22049283	four
16519	common_voice_en_22049290	no
16520	common_voice_en_22049338	yes
16521	common_voice_en_22049340	three
16522	common_voice_en_22046423	yes
16523	common_voice_en_22046440	three
16524	common_voice_en_22046441	two
16525	common_voice_en_22046444	one
16526	common_voice_en_22046507	no
16527	common_voice_en_22046508	four
16528	common_voice_en_22133128	three
16529	common_voice_en_22133130	one
16530	common_voice_en_22133172	two
16531	common_voice_en_22133176	yes
16532	common_voice_en_22133223	no
16533	common_voice_en_22133225	four
16534	common_voice_en_22260478	three
16535	common_voice_en_22260557	yes
16536	common_voice_en_22260558	two
16537	common_voice_en_22261713	no
16538	common_voice_en_22261714	one
16539	common_voice_en_22261722	four
16540	common_voice_en_22103116	two
16541	common_voice_en_22103118	one
16542	common_voice_en_22103133	yes
16543	common_voice_en_22103135	three
16544	common_voice_en_22103138	four
16545	common_voice_en_22103147	no
16546	common_voice_en_22220101	two
16547	common_voice_en_22220105	four
16548	common_voice_en_22220134	no
16549	common_voice_en_22220138	three
16550	common_voice_en_22220197	yes
16551	common_voice_en_22220200	one
16552	common_voice_en_21897888	three
16553	common_voice_en_21897889	yes
16554	common_voice_en_21897897	two
16555	common_voice_en_21897899	no
16556	common_voice_en_21897901	one
16557	common_voice_en_21897907	four
16558	common_voice_en_22062693	four
16559	common_voice_en_22062695	two
16560	common_voice_en_22062701	yes
16561	common_voice_en_22062727	three
16562	common_voice_en_22062728	one
16563	common_voice_en_22062748	no
16564	common_voice_en_22200728	two
16565	common_voice_en_22200752	three
16566	common_voice_en_22200755	four
16567	common_voice_en_22200765	no
16568	common_voice_en_22200813	one
16569	common_voice_en_22200816	yes
16570	common_voice_en_21958973	three
16571	common_voice_en_21958974	one
16572	common_voice_en_21958975	four
16573	common_voice_en_21959007	yes
16574	common_voice_en_21959036	no
16575	common_voice_en_21959039	two
16576	common_voice_en_21925150	one
16577	common_voice_en_21925151	four
16578	common_voice_en_21925152	three
16579	common_voice_en_21925155	yes
16580	common_voice_en_21925157	no
16581	common_voice_en_21925174	two
16582	common_voice_en_21996791	three
16583	common_voice_en_21996798	yes
16584	common_voice_en_21996799	one
16585	common_voice_en_21996821	no
16586	common_voice_en_21996837	two
16587	common_voice_en_21997005	four
16588	common_voice_en_22094094	four
16589	common_voice_en_22094097	two
16590	common_voice_en_22094112	one
16591	common_voice_en_22094144	no
16592	common_voice_en_22094146	yes
16593	common_voice_en_22094147	three
16594	common_voice_en_22138562	three
16595	common_voice_en_22138566	no
16596	common_voice_en_22138806	four
16597	common_voice_en_22138811	yes
16598	common_voice_en_22138846	two
16599	common_voice_en_22138848	one
16600	common_voice_en_22177394	one
16601	common_voice_en_22177402	two
16602	common_voice_en_22177436	four
16603	common_voice_en_22177446	yes
16604	common_voice_en_22177466	no
16605	common_voice_en_22177471	three
16606	common_voice_en_22018285	one
16607	common_voice_en_22018286	four
16608	common_voice_en_22018300	yes
16609	common_voice_en_22018301	no
16610	common_voice_en_22018302	two
16611	common_voice_en_22018303	three
16612	common_voice_en_22084153	three
16613	common_voice_en_22084154	one
16614	common_voice_en_22084156	yes
16615	common_voice_en_22084158	four
16616	common_voice_en_22084616	no
16617	common_voice_en_22084657	two
16618	common_voice_en_22103284	two
16619	common_voice_en_22103286	no
16620	common_voice_en_22103287	yes
16621	common_voice_en_22103329	three
16622	common_voice_en_22103330	one
16623	common_voice_en_22103345	four
16624	common_voice_en_22033797	one
16625	common_voice_en_22033826	no
16626	common_voice_en_22033828	three
16627	common_voice_en_22033831	four
16628	common_voice_en_22033833	two
16629	common_voice_en_22033882	yes
16630	common_voice_en_22223610	four
16631	common_voice_en_22223612	three
16632	common_voice_en_22223615	one
16633	common_voice_en_22223732	no
16634	common_voice_en_22223735	yes
16635	common_voice_en_22223764	two
16636	common_voice_en_22235726	no
16637	common_voice_en_22235729	yes
16638	common_voice_en_22235730	four
16639	common_voice_en_22235764	one
16640	common_voice_en_22235786	three
16641	common_voice_en_22235787	two
16642	common_voice_en_22042115	yes
16643	common_voice_en_22042116	three
16644	common_voice_en_22042117	two
16645	common_voice_en_22042315	one
16646	common_voice_en_22042321	four
16647	common_voice_en_22042340	no
16648	common_voice_en_21936297	four
16649	common_voice_en_21936298	yes
16650	common_voice_en_21936316	two
16651	common_voice_en_21936317	one
16652	common_voice_en_21936331	three
16653	common_voice_en_21936333	no
16654	common_voice_en_22110822	yes
16655	common_voice_en_22110823	one
16656	common_voice_en_22110903	two
16657	common_voice_en_22110923	no
16658	common_voice_en_22110925	three
16659	common_voice_en_22110926	four
16660	common_voice_en_22103300	one
16661	common_voice_en_22103303	yes
16662	common_voice_en_22103441	no
16663	common_voice_en_22103442	two
16664	common_voice_en_22103445	four
16665	common_voice_en_22103536	three
16666	common_voice_en_22213199	three
16667	common_voice_en_22213200	one
16668	common_voice_en_22213206	no
16669	common_voice_en_22213207	yes
16670	common_voice_en_22213216	two
16671	common_voice_en_22213217	four
16672	common_voice_en_22045954	one
16673	common_voice_en_22045958	no
16674	common_voice_en_22046042	two
16675	common_voice_en_22046047	three
16676	common_voice_en_22046113	four
16677	common_voice_en_22046114	yes
16678	common_voice_en_22172547	three
16679	common_voice_en_22172548	two
16680	common_voice_en_22172577	one
16681	common_voice_en_22172580	four
16682	common_voice_en_22172584	yes
16683	common_voice_en_22172620	no
16684	common_voice_en_22012276	four
16685	common_voice_en_22012278	three
16686	common_voice_en_22012279	yes
16687	common_voice_en_22012558	one
16688	common_voice_en_22016452	no
16689	common_voice_en_22016454	two
16690	common_voice_en_21916863	one
16691	common_voice_en_21916864	three
16692	common_voice_en_21916866	four
16693	common_voice_en_21916880	no
16694	common_voice_en_21916882	two
16695	common_voice_en_21916893	yes
16696	common_voice_en_22178666	four
16697	common_voice_en_22178669	one
16698	common_voice_en_22178675	two
16699	common_voice_en_22178697	no
16700	common_voice_en_22178733	yes
16701	common_voice_en_22178737	three
16702	common_voice_en_22043881	two
16703	common_voice_en_22043882	one
16704	common_voice_en_22043893	no
16705	common_voice_en_22043898	yes
16706	common_voice_en_22043900	four
16707	common_voice_en_22043901	three
16708	common_voice_en_22088606	no
16709	common_voice_en_22088608	one
16710	common_voice_en_22088612	yes
16711	common_voice_en_22088659	two
16712	common_voice_en_22088679	four
16713	common_voice_en_22088694	three
16714	common_voice_en_22259456	three
16715	common_voice_en_22259470	yes
16716	common_voice_en_22259471	no
16717	common_voice_en_22259476	one
16718	common_voice_en_22259477	two
16719	common_voice_en_22259478	four
16720	common_voice_en_22076285	no
16721	common_voice_en_22076288	yes
16722	common_voice_en_22076317	one
16723	common_voice_en_22076328	two
16724	common_voice_en_22076332	three
16725	common_voice_en_22076364	four
16726	common_voice_en_22212105	no
16727	common_voice_en_22212106	one
16728	common_voice_en_22212107	four
16729	common_voice_en_22212108	three
16730	common_voice_en_22212125	two
16731	common_voice_en_22212126	yes
16732	common_voice_en_22085358	no
16733	common_voice_en_22085360	three
16734	common_voice_en_22085364	yes
16735	common_voice_en_22085389	two
16736	common_voice_en_22085393	four
16737	common_voice_en_22085395	one
16738	common_voice_en_22145317	two
16739	common_voice_en_22145321	one
16740	common_voice_en_22145348	no
16741	common_voice_en_22145349	four
16742	common_voice_en_22145350	yes
16743	common_voice_en_22145351	three
16744	common_voice_en_22033613	two
16745	common_voice_en_22033615	one
16746	common_voice_en_22033645	no
16747	common_voice_en_22033653	three
16748	common_voice_en_22033667	four
16749	common_voice_en_22033669	yes
16750	common_voice_en_22159452	four
16751	common_voice_en_22159455	no
16752	common_voice_en_22159467	two
16753	common_voice_en_22159469	yes
16754	common_voice_en_22159479	three
16755	common_voice_en_22159541	one
16756	common_voice_en_22016693	one
16757	common_voice_en_22016694	no
16758	common_voice_en_22016695	three
16759	common_voice_en_22016712	four
16760	common_voice_en_22016715	yes
16761	common_voice_en_22016832	two
16762	common_voice_en_22219628	no
16763	common_voice_en_22219631	two
16764	common_voice_en_22219772	one
16765	common_voice_en_22219773	four
16766	common_voice_en_22219775	yes
16767	common_voice_en_22219776	three
16768	common_voice_en_21955485	yes
16769	common_voice_en_21955486	three
16770	common_voice_en_21955487	two
16771	common_voice_en_22078502	one
16772	common_voice_en_22078505	no
16773	common_voice_en_22078734	four
16774	common_voice_en_22240456	no
16775	common_voice_en_22240457	one
16776	common_voice_en_22240458	four
16777	common_voice_en_22240466	two
16778	common_voice_en_22240467	yes
16779	common_voice_en_22240469	three
16780	common_voice_en_22198515	two
16781	common_voice_en_22198523	yes
16782	common_voice_en_22198524	one
16783	common_voice_en_22198525	four
16784	common_voice_en_22198541	three
16785	common_voice_en_22198542	no
16786	common_voice_en_21933630	four
16787	common_voice_en_21933631	three
16788	common_voice_en_21933632	two
16789	common_voice_en_21933633	no
16790	common_voice_en_21933634	one
16791	common_voice_en_21933641	yes
16792	common_voice_en_22167061	two
16793	common_voice_en_22167068	no
16794	common_voice_en_22167075	one
16795	common_voice_en_22167077	three
16796	common_voice_en_22167079	yes
16797	common_voice_en_22167100	four
16798	common_voice_en_22007736	three
16799	common_voice_en_22007744	one
16800	common_voice_en_22007746	four
16801	common_voice_en_22007759	yes
16802	common_voice_en_22007762	two
16803	common_voice_en_22007775	no
16804	common_voice_en_22176610	one
16805	common_voice_en_22176611	three
16806	common_voice_en_22176622	two
16807	common_voice_en_22176624	yes
16808	common_voice_en_22176626	four
16809	common_voice_en_22176630	no
16810	common_voice_en_22237268	three
16811	common_voice_en_22237271	two
16812	common_voice_en_22237459	yes
16813	common_voice_en_22237460	four
16814	common_voice_en_22237461	no
16815	common_voice_en_22237519	one
16816	common_voice_en_22105106	four
16817	common_voice_en_22105107	three
16818	common_voice_en_22105110	yes
16819	common_voice_en_22105117	one
16820	common_voice_en_22105149	two
16821	common_voice_en_22105151	no
16822	common_voice_en_21927032	four
16823	common_voice_en_21927037	yes
16824	common_voice_en_21927058	three
16825	common_voice_en_21927060	no
16826	common_voice_en_21927079	one
16827	common_voice_en_21927080	two
16828	common_voice_en_22154941	no
16829	common_voice_en_22154943	four
16830	common_voice_en_22154962	two
16831	common_voice_en_22154971	yes
16832	common_voice_en_22155069	one
16833	common_voice_en_22155075	three
16834	common_voice_en_22135647	yes
16835	common_voice_en_22135659	four
16836	common_voice_en_22135663	two
16837	common_voice_en_22135669	three
16838	common_voice_en_22135672	one
16839	common_voice_en_22135674	no
16840	common_voice_en_21901121	four
16841	common_voice_en_21901122	no
16842	common_voice_en_21913637	two
16843	common_voice_en_21913640	one
16844	common_voice_en_21923613	three
16845	common_voice_en_21923614	yes
16846	common_voice_en_22252094	yes
16847	common_voice_en_22252098	four
16848	common_voice_en_22252099	one
16849	common_voice_en_22252100	two
16850	common_voice_en_22252101	three
16851	common_voice_en_22252110	no
16852	common_voice_en_22049571	three
16853	common_voice_en_22049573	four
16854	common_voice_en_22049574	no
16855	common_voice_en_22049626	two
16856	common_voice_en_22049722	one
16857	common_voice_en_22049723	yes
16858	common_voice_en_22025793	no
16859	common_voice_en_22025795	one
16860	common_voice_en_22025796	three
16861	common_voice_en_22025811	four
16862	common_voice_en_22025814	yes
16863	common_voice_en_22025816	two
16864	common_voice_en_22090529	one
16865	common_voice_en_22090531	no
16866	common_voice_en_22090536	yes
16867	common_voice_en_22090557	three
16868	common_voice_en_22090558	two
16869	common_voice_en_22090633	four
16870	common_voice_en_22013117	two
16871	common_voice_en_22013119	yes
16872	common_voice_en_22013160	four
16873	common_voice_en_22013295	one
16874	common_voice_en_22013297	three
16875	common_voice_en_22013298	no
16876	common_voice_en_22068374	no
16877	common_voice_en_22068376	yes
16878	common_voice_en_22068377	three
16879	common_voice_en_22068402	four
16880	common_voice_en_22068403	two
16881	common_voice_en_22068441	one
16882	common_voice_en_22189100	no
16883	common_voice_en_22189134	one
16884	common_voice_en_22189136	yes
16885	common_voice_en_22189137	two
16886	common_voice_en_22189163	three
16887	common_voice_en_22189166	four
16888	common_voice_en_21920788	one
16889	common_voice_en_21920789	no
16890	common_voice_en_21920791	four
16891	common_voice_en_21920792	three
16892	common_voice_en_21920795	two
16893	common_voice_en_21920801	yes
16894	common_voice_en_21999995	three
16895	common_voice_en_22000000	one
16896	common_voice_en_22000030	yes
16897	common_voice_en_22000037	four
16898	common_voice_en_22000104	no
16899	common_voice_en_22000105	two
16900	common_voice_en_21940372	one
16901	common_voice_en_21940373	no
16902	common_voice_en_21940374	three
16903	common_voice_en_21940376	four
16904	common_voice_en_21940390	two
16905	common_voice_en_21940391	yes
16906	common_voice_en_22233637	no
16907	common_voice_en_22233704	three
16908	common_voice_en_22233707	two
16909	common_voice_en_22233712	four
16910	common_voice_en_22233715	yes
16911	common_voice_en_22233756	one
16912	common_voice_en_22178589	yes
16913	common_voice_en_22178592	no
16914	common_voice_en_22178595	two
16915	common_voice_en_22178622	one
16916	common_voice_en_22178730	three
16917	common_voice_en_22178732	four
16918	common_voice_en_22183871	two
16919	common_voice_en_22183872	yes
16920	common_voice_en_22183873	no
16921	common_voice_en_22183887	one
16922	common_voice_en_22183890	four
16923	common_voice_en_22183933	three
16924	common_voice_en_21957428	yes
16925	common_voice_en_21957434	three
16926	common_voice_en_21957458	no
16927	common_voice_en_21957461	four
16928	common_voice_en_21957462	one
16929	common_voice_en_21957507	two
16930	common_voice_en_21999168	two
16931	common_voice_en_21999169	four
16932	common_voice_en_21999197	no
16933	common_voice_en_21999199	one
16934	common_voice_en_21999201	yes
16935	common_voice_en_21999228	three
16936	common_voice_en_21902065	four
16937	common_voice_en_21902066	one
16938	common_voice_en_21902068	no
16939	common_voice_en_21902069	two
16940	common_voice_en_21913481	three
16941	common_voice_en_21913482	yes
16942	common_voice_en_22253808	no
16943	common_voice_en_22253809	two
16944	common_voice_en_22253823	four
16945	common_voice_en_22253825	one
16946	common_voice_en_22253830	yes
16947	common_voice_en_22253831	three
16948	common_voice_en_22137147	three
16949	common_voice_en_22137150	one
16950	common_voice_en_22137151	four
16951	common_voice_en_22137153	no
16952	common_voice_en_22137164	two
16953	common_voice_en_22137194	yes
16954	common_voice_en_21906125	yes
16955	common_voice_en_21906137	one
16956	common_voice_en_21906140	no
16957	common_voice_en_21906148	three
16958	common_voice_en_21906149	two
16959	common_voice_en_21906150	four
16960	common_voice_en_22033216	one
16961	common_voice_en_22033220	three
16962	common_voice_en_22033227	two
16963	common_voice_en_22033232	four
16964	common_voice_en_22033315	yes
16965	common_voice_en_22033322	no
16966	common_voice_en_21923558	no
16967	common_voice_en_21923559	three
16968	common_voice_en_21923562	yes
16969	common_voice_en_21923563	one
16970	common_voice_en_21923567	two
16971	common_voice_en_21923568	four
16972	common_voice_en_22234388	three
16973	common_voice_en_22234392	yes
16974	common_voice_en_22234394	four
16975	common_voice_en_22234402	one
16976	common_voice_en_22234463	two
16977	common_voice_en_22234465	no
16978	common_voice_en_22219354	one
16979	common_voice_en_22219357	four
16980	common_voice_en_22219358	two
16981	common_voice_en_22219370	three
16982	common_voice_en_22219391	no
16983	common_voice_en_22219393	yes
16984	common_voice_en_22092611	four
16985	common_voice_en_22092613	two
16986	common_voice_en_22092614	yes
16987	common_voice_en_22092623	three
16988	common_voice_en_22092626	one
16989	common_voice_en_22092800	no
16990	common_voice_en_22161406	three
16991	common_voice_en_22161415	one
16992	common_voice_en_22161465	yes
16993	common_voice_en_22161467	two
16994	common_voice_en_22161474	no
16995	common_voice_en_22161499	four
16996	common_voice_en_22174317	one
16997	common_voice_en_22174321	yes
16998	common_voice_en_22174393	three
16999	common_voice_en_22174547	four
17000	common_voice_en_22174550	two
17001	common_voice_en_22174553	no
17002	common_voice_en_22103590	two
17003	common_voice_en_22103643	no
17004	common_voice_en_22103644	one
17005	common_voice_en_22103687	four
17006	common_voice_en_22103688	three
17007	common_voice_en_22103689	yes
17008	common_voice_en_22149970	no
17009	common_voice_en_22149985	yes
17010	common_voice_en_22150011	four
17011	common_voice_en_22150023	two
17012	common_voice_en_22150063	three
17013	common_voice_en_22150082	one
17014	common_voice_en_22054130	one
17015	common_voice_en_22054132	two
17016	common_voice_en_22054153	no
17017	common_voice_en_22054154	three
17018	common_voice_en_22054155	yes
17019	common_voice_en_22054182	four
17020	common_voice_en_22140530	yes
17021	common_voice_en_22140531	no
17022	common_voice_en_22140532	one
17023	common_voice_en_22140552	three
17024	common_voice_en_22140579	two
17025	common_voice_en_22140583	four
17026	common_voice_en_22038873	yes
17027	common_voice_en_22038876	no
17028	common_voice_en_22038882	three
17029	common_voice_en_22038886	four
17030	common_voice_en_22039397	two
17031	common_voice_en_22039402	one
17032	common_voice_en_22200192	yes
17033	common_voice_en_22200193	three
17034	common_voice_en_22200194	two
17035	common_voice_en_22200251	four
17036	common_voice_en_22200253	no
17037	common_voice_en_22200254	one
17038	common_voice_en_21959459	yes
17039	common_voice_en_21959460	two
17040	common_voice_en_21959503	no
17041	common_voice_en_21959506	one
17042	common_voice_en_21959538	three
17043	common_voice_en_21959539	four
17044	common_voice_en_22134881	four
17045	common_voice_en_22134884	yes
17046	common_voice_en_22134885	one
17047	common_voice_en_22134908	two
17048	common_voice_en_22134912	three
17049	common_voice_en_22134914	no
17050	common_voice_en_22008650	no
17051	common_voice_en_22008652	yes
17052	common_voice_en_22008684	three
17053	common_voice_en_22008701	one
17054	common_voice_en_22008703	four
17055	common_voice_en_22008705	two
17056	common_voice_en_22050055	one
17057	common_voice_en_22050097	two
17058	common_voice_en_22050098	yes
17059	common_voice_en_22050101	four
17060	common_voice_en_22050143	no
17061	common_voice_en_22050146	three
17062	common_voice_en_22133277	yes
17063	common_voice_en_22133288	no
17064	common_voice_en_22133320	four
17065	common_voice_en_22133400	three
17066	common_voice_en_22133401	one
17067	common_voice_en_22133403	two
17068	common_voice_en_22071897	no
17069	common_voice_en_22071898	one
17070	common_voice_en_22071900	yes
17071	common_voice_en_22071906	two
17072	common_voice_en_22071921	three
17073	common_voice_en_22071923	four
17074	common_voice_en_21916602	four
17075	common_voice_en_21916603	one
17076	common_voice_en_21921321	no
17077	common_voice_en_21921323	two
17078	common_voice_en_21921324	yes
17079	common_voice_en_21921325	three
17080	common_voice_en_22053959	three
17081	common_voice_en_22053960	yes
17082	common_voice_en_22053961	no
17083	common_voice_en_22053984	one
17084	common_voice_en_22053990	two
17085	common_voice_en_22054013	four
17086	common_voice_en_22082711	no
17087	common_voice_en_22082720	yes
17088	common_voice_en_22082757	three
17089	common_voice_en_22082762	two
17090	common_voice_en_22082817	four
17091	common_voice_en_22082819	one
17092	common_voice_en_22179802	two
17093	common_voice_en_22179805	four
17094	common_voice_en_22179806	yes
17095	common_voice_en_22179807	three
17096	common_voice_en_22179819	one
17097	common_voice_en_22179822	no
17098	common_voice_en_22060477	two
17099	common_voice_en_22060478	no
17100	common_voice_en_22060479	yes
17101	common_voice_en_22060481	one
17102	common_voice_en_22060482	three
17103	common_voice_en_22060484	four
17104	common_voice_en_22204187	no
17105	common_voice_en_22204191	two
17106	common_voice_en_22204225	one
17107	common_voice_en_22204241	yes
17108	common_voice_en_22204243	three
17109	common_voice_en_22204247	four
17110	common_voice_en_22043753	one
17111	common_voice_en_22043766	no
17112	common_voice_en_22043770	four
